condition,drug,indication,type,reviews,effectiveness,ease_of_use,satisfaction,effectiveness_cat,ease_of_use_cat,satisfaction_cat,performance,weighted_performance,disease_class,review_category
Fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1,4.0,5.0,3.0,medium,high,Low,4.0,4.0,Infectious Disease,low
Fever,Chlorpheniramine-Acetaminophen,On Label,OTC,1,3.0,5.0,1.0,low,high,Very Low,3.0,3.0,Infectious Disease,low
Fever,Naproxen-Pseudoephedrine,On Label,OTC,1,4.0,4.0,2.0,medium,medium,Very Low,3.3333333333333335,3.6,Infectious Disease,low
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Cpm-PPA-DM-Acetaminophen,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Infectious Disease,low
Fever,Phenyltoloxamine-Acetaminophen,Unknown,RX,1,5.0,5.0,3.0,high,high,Low,4.333333333333333,4.6,Infectious Disease,low
Fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,1.0,high,high,Very Low,3.6666666666666665,4.2,Infectious Disease,low
Fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,"Chlorphenir-Phenylephrn-Aspirn, Diphenhydramine-Acetaminophen, Cpm-Phenyleph-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1,2.0,2.0,5.0,low,low,Very High,3.0,2.6,Infectious Disease,low
Fever,Ibuprofen,On Label,OTC,1,4.0,3.0,3.0,medium,low,Low,3.3333333333333335,3.6,Infectious Disease,low
Fever,Indomethacin,Off Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Infectious Disease,low
Fever,Doxylamine-DM-Acetaminophen,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1,3.0,5.0,2.0,low,high,Very Low,3.3333333333333335,3.1999999999999997,Infectious Disease,low
Fever,Pseudoeph-DM-GG-Acetaminophen,On Label,OTC,1,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Infectious Disease,low
Fever,Ibuprofen,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,2.0,3.0,4.0,low,low,High,3.0,2.6,Infectious Disease,low
Fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Aspirin,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Fever,Aspirin,On Label,OTC,1,3.0,4.0,4.0,low,medium,High,3.6666666666666665,3.3999999999999995,Infectious Disease,low
Fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Fever,Naproxen Sodium,On Label,OTC,1,4.0,3.0,4.0,medium,low,High,3.6666666666666665,3.8,Infectious Disease,low
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1,4.0,5.0,1.0,medium,high,Very Low,3.3333333333333335,3.6,Infectious Disease,low
Fever,Aspirin,On Label,RX,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,low
Fever,Ibuprofen,On Label,RX,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Fever,Pseudoephed-DM-Acetaminophen,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Fever,"Aspirin, Buffered",On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Fever,Ibuprofen,On Label,RX,1,4.0,5.0,2.0,medium,high,Very Low,3.6666666666666665,3.8,Infectious Disease,low
Fever,Pseudoephedrine-Ibuprofen,On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Fever,Aspirin,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Infectious Disease,low
Fever,Aspirin-Calcium Carbonate,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Infectious Disease,low
Fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,3.0,high,high,Low,4.333333333333333,4.6,Infectious Disease,low
Fever,Phenyleph-DM-Acetamin-Guaifen,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Infectious Disease,low
Fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Fever,"Pseudoeph-DM-GG-Acetaminophen, Chlorphen-PE-DM-Acetaminophen",On Label,OTC,1,3.0,3.0,4.0,low,low,High,3.3333333333333335,3.2,Infectious Disease,low
Fever,Indomethacin,Off Label,RX,1,3.0,5.0,4.0,low,high,High,4.0,3.5999999999999996,Infectious Disease,low
Fever,Phenyltoloxamine-Acetaminophen,Unknown,RX,1,1.0,3.0,1.0,low,low,Very Low,1.6666666666666667,1.4000000000000001,Infectious Disease,low
Fever,Acetaminophen,On Label,OTC,1,4.0,3.0,5.0,medium,low,Very High,4.0,4.0,Infectious Disease,low
Fever,Chlorpheniramine-Acetaminophen,On Label,OTC,1,4.0,3.0,2.0,medium,low,Very Low,3.0,3.4,Infectious Disease,low
Fever,"Aspirin-Acetaminophen-Caffeine, Aspirin, Phenyltoloxamine-Acetaminophen",On Label,OTC,1,2.0,2.0,2.0,low,low,Very Low,2.0,2.0,Infectious Disease,low
Fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,low
Fever,Doxylamin-PSE-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Cpm-Pseudoeph-DM-Acetaminophen,On Label,OTC,1,3.0,5.0,5.0,low,high,Very High,4.333333333333333,3.8,Infectious Disease,low
Fever,Doxylamine-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Acetaminophen-DM,On Label,OTC,1,2.0,5.0,3.0,low,high,Low,3.3333333333333335,2.8000000000000003,Infectious Disease,low
Fever,"Pseudoeph-DM-GG-Acetaminophen, Cpm-Pseudoeph-DM-Acetaminophen",On Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,low
Fever,Ibuprofen,On Label,OTC,1,4.0,3.0,4.0,medium,low,High,3.6666666666666665,3.8,Infectious Disease,low
Fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1,4.0,5.0,3.0,medium,high,Low,4.0,4.0,Infectious Disease,low
Fever,"Pseudoephed-DM-Acetaminophen, Phenylpropanolamine-GG, Chlorpheniramine-Pseudoephed",On Label,OTC,1,3.0,3.0,3.0,low,low,Low,3.0,3.0,Infectious Disease,low
Fever,Chlorpheniram-DM-Acetaminophen,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,low
Fever,Doxylamine-PE-DM-Acetaminophen,On Label,OTC,1,5.0,4.0,4.0,high,medium,High,4.333333333333333,4.6,Infectious Disease,low
Fever,Phenylephrine-DM-Acetaminophen,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Infectious Disease,low
Fever,Doxylam-PE-DM-Acetaminophen-GG,On Label,OTC,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Infectious Disease,low
Fibromyalgia,Duloxetine,On Label,RX,4647,3.41,4.13,3.08,medium,high,Medium,3.5400000000000005,3.488,Musculoskeletal,high
Fibromyalgia,Pregabalin,On Label,RX,3066,3.38,4.07,3.0,medium,high,Low,3.483333333333333,3.442,Musculoskeletal,high
Fibromyalgia,Amitriptyline,Off Label,RX,1126,3.53,4.29,3.15,medium,high,Medium,3.6566666666666667,3.606,Musculoskeletal,high
Fibromyalgia,Cyclobenzaprine,Off Label,RX,772,3.6,4.31,3.34,medium,high,Medium,3.75,3.6900000000000004,Musculoskeletal,high
Fibromyalgia,Paroxetine Hcl,Off Label,RX,728,3.72,4.23,3.23,medium,high,Medium,3.726666666666667,3.724,Musculoskeletal,high
Fibromyalgia,Cyclobenzaprine,Off Label,RX,479,3.43,4.22,3.22,medium,high,Medium,3.6233333333333335,3.546,Musculoskeletal,high
Fibromyalgia,Mirtazapine,Off Label,RX,463,3.26,4.23,2.9,medium,high,Low,3.4633333333333334,3.3819999999999997,Musculoskeletal,high
Fibromyalgia,Amitriptyline,Off Label,RX,409,3.36,4.15,3.02,medium,high,Medium,3.51,3.45,Musculoskeletal,high
Fibromyalgia,Pramipexole,Off Label,RX,332,3.96,4.27,3.71,medium,high,High,3.9800000000000004,3.972,Musculoskeletal,high
Fibromyalgia,Paroxetine Hcl,Off Label,RX,298,3.36,4.24,3.0,medium,high,Low,3.533333333333333,3.464,Musculoskeletal,high
Fibromyalgia,Cyclobenzaprine,Off Label,RX,219,3.12,4.18,2.97,medium,high,Low,3.4233333333333333,3.3019999999999996,Musculoskeletal,high
Fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,176,3.32,4.4,3.13,medium,high,Medium,3.616666666666667,3.4979999999999998,Musculoskeletal,high
Fibromyalgia,Tramadol-Acetaminophen,Off Label,RX,133,3.07,4.07,2.9,medium,high,Low,3.346666666666667,3.2359999999999998,Musculoskeletal,high
Fibromyalgia,Duloxetine,On Label,RX,132,3.51,3.85,3.21,medium,medium,Medium,3.5233333333333334,3.518,Musculoskeletal,high
Fibromyalgia,Pramipexole,Off Label,RX,84,4.0,4.27,3.81,medium,high,High,4.026666666666666,4.016,Musculoskeletal,high
Fibromyalgia,Amitriptyline,Off Label,RX,33,2.8,3.9,2.4,low,medium,Low,3.033333333333333,2.94,Musculoskeletal,high
Fibromyalgia,Mirtazapine,Off Label,RX,23,3.36,4.0,3.18,medium,medium,Medium,3.513333333333333,3.452,Musculoskeletal,high
Fibromyalgia,Pramipexole,Off Label,RX,18,4.43,4.43,4.0,high,high,High,4.286666666666666,4.344,Musculoskeletal,high
Fibromyalgia,Cyclobenzaprine,Off Label,RX,13,4.25,5.0,4.0,high,high,High,4.416666666666667,4.35,Musculoskeletal,medium
Fibromyalgia,Milnacipran,On Label,RX,9,3.57,4.29,3.57,medium,high,High,3.81,3.714,Musculoskeletal,medium
Fibromyalgia,Duloxetine,On Label,RX,1,5.0,4.0,4.0,high,medium,High,4.333333333333333,4.6,Musculoskeletal,low
Fibromyalgia,Amitriptyline,Off Label,RX,1,3.0,4.0,3.0,low,medium,Low,3.3333333333333335,3.1999999999999997,Musculoskeletal,low
Flatulence,Simethicone,On Label,OTC,31,3.68,4.46,3.46,medium,high,Medium,3.866666666666667,3.7920000000000003,Gastrointestinal,high
Flatulence,Simethicone,On Label,OTC,25,2.64,4.64,2.82,low,high,Low,3.3666666666666667,3.076,Gastrointestinal,high
Flatulence,Simethicone,On Label,OTC,17,4.25,4.56,4.0,high,high,High,4.27,4.262,Gastrointestinal,medium
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,11,3.0,4.0,2.0,low,medium,Very Low,3.0,2.9999999999999996,Gastrointestinal,medium
Flatulence,Simethicone,On Label,OTC,10,4.6,4.8,4.6,high,high,Very High,4.666666666666666,4.64,Gastrointestinal,medium
Flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,8,4.5,4.67,4.33,high,high,High,4.5,4.5,Gastrointestinal,medium
Flatulence,Calcium Carbonate-Simethicone,On Label,OTC,6,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Flatulence,"Aluminum-Magnesium Hydroxide, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",On Label,OTC,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Flatulence,Calcium Carbonate-Simethicone,On Label,OTC,3,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Flatulence,Simethicone,On Label,OTC,3,4.67,5.0,4.67,high,high,Very High,4.78,4.736,Gastrointestinal,medium
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,3,4.0,4.0,4.5,medium,medium,Very High,4.166666666666667,4.1000000000000005,Gastrointestinal,medium
Flatulence,Simethicone,On Label,OTC,3,2.0,4.0,2.0,low,medium,Very Low,2.6666666666666665,2.4,Gastrointestinal,medium
Flatulence,"Calcium Carbonate-Mag Hydroxid, Alum-Mag Hydroxide-Simeth",On Label,OTC,3,3.0,5.0,4.0,low,high,High,4.0,3.5999999999999996,Gastrointestinal,medium
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2,5.0,4.0,2.0,high,medium,Very Low,3.6666666666666665,4.2,Gastrointestinal,low
Flatulence,"Calcium Carb-Mag Hydrox-Simeth, Alum-Mag Hydroxide-Simeth",On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,"Alum-Mag Hydroxide-Simeth, Calcium Carbonate-Simethicone",On Label,OTC,2,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,2,2.0,4.5,2.5,low,high,Low,3.0,2.6,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,2,3.0,3.0,3.0,low,low,Low,3.0,3.0,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,2,4.5,5.0,4.0,high,high,High,4.5,4.5,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,5.0,1.0,5.0,high,low,Very High,3.6666666666666665,4.2,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,"Aluminum-Magnesium Hydroxide, Aluminum Hydrox-Magnesium Carb, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,4.0,3.0,4.0,medium,low,High,3.6666666666666665,3.8,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,4.0,5.0,4.0,medium,high,High,4.333333333333333,4.2,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,Calcium Carbonate-Simethicone,On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,4.0,5.0,5.0,medium,high,Very High,4.666666666666667,4.4,Gastrointestinal,low
Flatulence,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Magaldrate, Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Aluminum Hydrox-Magnesium Carb, Calcium And Magnesium Carbonat, Aluminum-Magnesium-Alginate, Calcium Carbonate, Dihydroxyaluminum Sod Carb, Alum-Mag Hydroxide-Simeth",On Label,OTC,1,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,low
Flatulence,Calcium Carbonate-Mag Hydroxid,On Label,OTC,1,4.0,4.0,5.0,medium,medium,Very High,4.333333333333333,4.2,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,4.0,2.0,3.0,medium,low,Low,3.0,3.4,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,2.0,1.0,3.0,low,low,Low,2.0,2.0,Gastrointestinal,low
Flatulence,"Simethicone, Alpha-D-Galactosidase",On Label,Unknown,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Flatulence,"Activated Charcoal-Simethicone, Simethicone",On Label,OTC,1,1.0,1.0,1.0,low,low,Very Low,1.0,1.0,Gastrointestinal,low
Flatulence,Alum-Mag Hydroxide-Simeth,On Label,OTC,1,5.0,4.0,2.0,high,medium,Very Low,3.6666666666666665,4.2,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Gastrointestinal,low
Flatulence,"Aluminum-Magnesium-Alginate, Alum-Mag Hydroxide-Simeth",On Label,OTC,1,1.0,5.0,1.0,low,high,Very Low,2.3333333333333335,1.8,Gastrointestinal,low
Flatulence,"Aluminum-Magnesium Hydroxide, Alum-Mag Hydroxide-Simeth",On Label,OTC,1,4.0,4.0,4.0,medium,medium,High,4.0,4.0,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Gastrointestinal,low
Flatulence,Simethicone,On Label,OTC,1,3.0,5.0,4.0,low,high,High,4.0,3.5999999999999996,Gastrointestinal,low
Furunculosis,"Mupirocin Calcium, Mupirocin",Off Label,RX,60,3.86,4.55,3.79,medium,high,High,4.066666666666666,3.984,Infectious Disease,high
Furunculosis,Mupirocin,Off Label,RX,52,3.91,4.36,3.09,medium,high,Medium,3.7866666666666666,3.836,Infectious Disease,high
Furunculosis,Mupirocin,Off Label,RX,5,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Infectious Disease,medium
Furunculosis,Gentamicin,On Label,RX,3,4.5,5.0,4.5,high,high,Very High,4.666666666666667,4.6,Infectious Disease,medium
Furunculosis,Gentamicin,On Label,RX,1,3.0,5.0,3.0,low,high,Low,3.6666666666666665,3.4,Infectious Disease,low
Furunculosis,Mupirocin,Off Label,RX,1,1.0,4.0,1.0,low,medium,Very Low,2.0,1.5999999999999999,Infectious Disease,low
Gastroesophageal Reflux Disease,Omeprazole,On Label,RX/OTC,465,3.78,4.18,3.22,medium,high,Medium,3.7266666666666666,3.7479999999999998,Gastrointestinal,high
Gastroesophageal Reflux Disease,Dexlansoprazole,On Label,RX,443,3.82,4.31,2.87,medium,high,Low,3.6666666666666665,3.7279999999999998,Gastrointestinal,high
Gastroesophageal Reflux Disease,Metoclopramide Hcl,On Label,RX,381,2.77,3.38,2.06,low,medium,Low,2.736666666666667,2.75,Gastrointestinal,high
Gastroesophageal Reflux Disease,Pantoprazole,Off Label,RX,367,3.91,4.34,3.62,medium,high,High,3.956666666666667,3.938,Gastrointestinal,high
Gastroesophageal Reflux Disease,Rabeprazole,On Label,RX,297,4.12,4.58,3.93,high,high,High,4.21,4.1739999999999995,Gastrointestinal,high
Gastroesophageal Reflux Disease,"Omeprazole, Omeprazole Magnesium",On Label,RX,254,4.07,4.53,3.4,high,high,Medium,4.000000000000001,4.0280000000000005,Gastrointestinal,high
Gastroesophageal Reflux Disease,Pantoprazole,Off Label,RX,237,3.32,4.2,2.99,medium,high,Low,3.5033333333333334,3.4299999999999997,Gastrointestinal,high
Gastroesophageal Reflux Disease,Omeprazole Magnesium,On Label,OTC,178,4.01,4.4,3.16,high,high,Medium,3.856666666666667,3.9179999999999997,Gastrointestinal,high
Gastroesophageal Reflux Disease,Lansoprazole,On Label,RX,178,4.3,4.65,4.08,high,high,High,4.343333333333333,4.326,Gastrointestinal,high
Gastroesophageal Reflux Disease,Omeprazole-Sodium Bicarbonate,On Label,RX,165,4.05,4.37,3.47,high,high,Medium,3.9633333333333334,3.9979999999999998,Gastrointestinal,high
Gastroesophageal Reflux Disease,Sucralfate,Off Label,RX,134,3.83,3.6,3.57,medium,medium,High,3.6666666666666665,3.732,Gastrointestinal,high
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,RX/OTC,116,4.07,4.51,3.74,high,high,High,4.1066666666666665,4.0920000000000005,Gastrointestinal,high
Gastroesophageal Reflux Disease,Dexlansoprazole,On Label,RX,110,3.83,4.47,3.38,medium,high,Medium,3.893333333333333,3.8680000000000003,Gastrointestinal,high
Gastroesophageal Reflux Disease,Metoclopramide Hcl,On Label,RX,89,3.3,3.74,3.17,medium,medium,Medium,3.4033333333333338,3.3619999999999997,Gastrointestinal,high
Gastroesophageal Reflux Disease,Sucralfate,Off Label,RX,78,4.14,3.54,3.89,high,medium,High,3.856666666666667,3.9699999999999998,Gastrointestinal,high
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,RX/OTC,73,4.33,4.42,4.17,high,high,High,4.306666666666667,4.316,Gastrointestinal,high
Gastroesophageal Reflux Disease,Erythromycin,Off Label,RX,72,2.11,2.79,1.32,low,low,Very Low,2.0733333333333337,2.088,Gastrointestinal,high
Gastroesophageal Reflux Disease,Magnesium Oxide,Off Label,RX/OTC,63,3.37,3.83,3.27,medium,medium,Medium,3.49,3.4419999999999997,Gastrointestinal,high
Gastroesophageal Reflux Disease,Lansoprazole,On Label,RX/OTC,57,2.91,4.05,2.5,low,high,Low,3.1533333333333338,3.056,Gastrointestinal,high
Gastroesophageal Reflux Disease,Famotidine,On Label,RX/OTC,38,3.2,4.5,3.0,medium,high,Low,3.5666666666666664,3.42,Gastrointestinal,high
Gastroesophageal Reflux Disease,Omeprazole Magnesium,On Label,RX/OTC,37,3.77,4.23,3.54,medium,high,High,3.8466666666666662,3.8160000000000003,Gastrointestinal,high
Gastroesophageal Reflux Disease,Esomeprazole Magnesium,On Label,RX/OTC,25,3.54,4.23,2.92,medium,high,Low,3.563333333333334,3.5540000000000003,Gastrointestinal,high
Gastroesophageal Reflux Disease,Rabeprazole,On Label,RX,25,3.78,4.44,3.67,medium,high,High,3.9633333333333334,3.8899999999999997,Gastrointestinal,high
Gastroesophageal Reflux Disease,Lansoprazole,On Label,OTC,24,4.63,5.0,4.0,high,high,High,4.543333333333333,4.578,Gastrointestinal,high
Gastroesophageal Reflux Disease,Omeprazole-Sodium Bicarbonate,On Label,OTC,24,3.55,4.27,3.55,medium,high,High,3.7899999999999996,3.694,Gastrointestinal,high
Gastroesophageal Reflux Disease,Famotidine,On Label,RX,22,3.86,4.29,3.29,medium,high,Medium,3.813333333333334,3.832,Gastrointestinal,high
Gastroesophageal Reflux Disease,Famotidine-Ca Carb-Mag Hydrox,On Label,OTC,21,4.78,4.67,4.44,high,high,Very High,4.63,4.69,Gastrointestinal,high
Gastroesophageal Reflux Disease,Famotidine,On Label,OTC,19,4.5,4.75,4.5,high,high,Very High,4.583333333333333,4.55,Gastrointestinal,high
Gastroesophageal Reflux Disease,Erythromycin,Off Label,RX,19,3.8,4.0,3.4,medium,medium,Medium,3.733333333333333,3.7600000000000002,Gastrointestinal,high
Gastroesophageal Reflux Disease,"Al Hyd-Mg Tr-Alg Ac-Sod Bicarb, Aluminum Hydrox-Magnesium Carb, Aluminum-Magnesium-Alginate, Calcium Carbonate",Off Label,OTC,15,4.75,4.75,3.75,high,high,High,4.416666666666667,4.550000000000001,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Aluminum Hydrox-Magnesium Carb,Off Label,OTC,14,4.88,4.75,4.88,high,high,Very High,4.836666666666666,4.854,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Cimetidine,On Label,OTC,13,4.5,5.0,4.5,high,high,Very High,4.666666666666667,4.6,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Erythromycin Stearate,Off Label,RX,12,3.0,2.8,2.2,low,low,Low,2.6666666666666665,2.8,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Erythromycin Ethylsuccinate,Off Label,RX,11,3.25,2.75,3.0,medium,low,Low,3.0,3.1,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Lansoprazole,On Label,RX,11,4.33,5.0,4.67,high,high,Very High,4.666666666666667,4.532,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Omeprazole-Sodium Bicarbonate,On Label,RX/OTC,10,4.63,4.88,4.38,high,high,Very High,4.63,4.63,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Dexlansoprazole,On Label,RX,10,4.43,4.86,4.0,high,high,High,4.43,4.43,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,OTC,9,4.33,4.33,4.33,high,high,High,4.33,4.33,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Nizatidine,On Label,RX,9,5.0,5.0,5.0,high,high,Very High,5.0,5.0,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Ranitidine Hcl,On Label,RX,8,4.2,5.0,3.8,high,high,High,4.333333333333333,4.28,Gastrointestinal,medium
Gastroesophageal Reflux Disease,Esomeprazole Magnesium,On Label,RX,8,4.33,4.67,3.67,high,high,High,4.223333333333334,4.266,Gastrointestinal,medium
Gastroesophageal Reflux Disease,"Aluminum-Magnesium Hydroxide, Calcium Carbonate-Mag Hydroxid, Calcium And Magnesium Carbonat, Calcium Carbonate, Alum-Mag Hydroxide-Simeth",Off Label,OTC,8,4.5,4.67,4.33,high,high,High,4.5,4.5,Gastrointestinal,medium
